id,transactionDate,description,reference,amount,postingPlat,accountDr,accountCr,entriesCount,inactive,deleted,createdBy,createdAt,updatedBy,updatedAt
381,2023-01-03,"Payment for Legal and Other Professional Fees expenses",Expenses,78415.00,TWOENTRY,53,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
382,2023-01-05,"Savings by Simona Morasca",Savings,38707.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
383,2023-01-05,"Payment for Professional and Legal expenses expenses",Expenses,158889.00,TWOENTRY,45,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
384,2023-01-06,"Savings by Art Venere",Savings,665358.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
385,2023-01-06,"Savings by James Butt",Savings,241270.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
386,2023-01-06,"Payment for Travelling and Accommodation expenses",Expenses,208148.00,TWOENTRY,43,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
387,2023-01-09,"Savings by Josephine Darakjy",Savings,31425.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
388,2023-01-09,"Payment for Bank Charges expenses",Expenses,175274.00,TWOENTRY,51,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
389,2023-01-11,"Savings by Art Venere",Savings,676508.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
390,2023-01-12,"Savings by Art Venere",Savings,516126.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
391,2023-01-13,"Savings by Simona Morasca",Savings,373752.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
392,2023-01-13,"Loan repayment by Mitsue Tollner","Loan repayment",207240.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
393,2023-01-13,"Loan repayment by Lenna Paprocki","Loan repayment",139700.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
394,2023-01-13,"Loan repayment by Simona Morasca","Loan repayment",159280.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
395,2023-01-13,"Loan repayment by James Butt","Loan repayment",123200.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
396,2023-01-13,"Loan repayment by Kris Marrier","Loan repayment",115940.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
397,2023-01-13,"Loan repayment by Sage Wieser","Loan repayment",150040.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
398,2023-01-13,"Savings by Josephine Darakjy",Savings,268327.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
399,2023-01-13,"Loan repayment by Leota Dilliard","Loan repayment",133100.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
400,2023-01-13,"Loan repayment by Josephine Darakjy","Loan repayment",197560.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
401,2023-01-13,"Loan repayment by Art Venere","Loan repayment",160820.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
402,2023-01-13,"Loan repayment by Donette Foller","Loan repayment",146740.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
403,2023-01-13,"Savings by Kris Marrier",Savings,41596.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
404,2023-01-17,"Savings by Josephine Darakjy",Savings,235840.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
405,2023-01-18,"Savings by Mitsue Tollner",Savings,717628.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
406,2023-01-19,"Payment for Electricity expenses",Expenses,263225.00,TWOENTRY,41,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
407,2023-01-20,"Savings by Leota Dilliard",Savings,679798.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
408,2023-01-20,"Savings by Lenna Paprocki",Savings,782836.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
409,2023-01-21,"Savings by Donette Foller",Savings,563538.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
410,2023-01-21,"Savings by James Butt",Savings,99197.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
411,2023-01-22,"Payment for Rents expenses",Expenses,48165.00,TWOENTRY,40,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.120Z
412,2023-01-22,"Payment for Legal and Other Professional Fees expenses",Expenses,37301.00,TWOENTRY,53,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
413,2023-01-24,"Savings by Leota Dilliard",Savings,464509.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
414,2023-01-25,"Savings by Leota Dilliard",Savings,500507.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
415,2023-01-28,"Loan repayment by Mitsue Tollner","Loan repayment",207240.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
416,2023-01-28,"Loan repayment by Lenna Paprocki","Loan repayment",139700.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
417,2023-01-28,"Loan repayment by James Butt","Loan repayment",123200.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
418,2023-01-28,"Loan repayment by Simona Morasca","Loan repayment",159280.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
419,2023-01-28,"Loan repayment by Kris Marrier","Loan repayment",115940.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
420,2023-01-28,"Loan repayment by Sage Wieser","Loan repayment",150040.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
421,2023-01-28,"Loan repayment by Leota Dilliard","Loan repayment",133100.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
422,2023-01-28,"Loan repayment by Art Venere","Loan repayment",160820.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
423,2023-01-28,"Loan repayment by Josephine Darakjy","Loan repayment",197560.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
424,2023-01-28,"Loan repayment by Donette Foller","Loan repayment",146740.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
425,2023-01-28,"Payment for Rents expenses",Expenses,209585.00,TWOENTRY,40,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
426,2023-01-28,"Payment for Printing And Stationeries expenses",Expenses,142197.00,TWOENTRY,42,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
427,2023-01-29,"Savings by Sage Wieser",Savings,598458.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
428,2023-01-29,"Payment for Bank Charges expenses",Expenses,143937.00,TWOENTRY,51,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
429,2023-01-31,"Payment for Salaries and Wages expenses",Expenses,246995.00,TWOENTRY,35,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
430,2023-02-01,"Savings by Donette Foller",Savings,73849.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
431,2023-02-03,"Payment for Pension and Other Retirement Benefits expenses",Expenses,315470.00,TWOENTRY,36,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
432,2023-02-04,"Payment for Salaries and Wages expenses",Expenses,265900.00,TWOENTRY,35,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
433,2023-02-06,"Payment for Insurance Premium expenses",Expenses,222205.00,TWOENTRY,37,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
434,2023-02-08,"Savings by Leota Dilliard",Savings,258507.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
435,2023-02-08,"Savings by James Butt",Savings,614945.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
436,2023-02-09,"Payment for Audit Fees expenses",Expenses,103627.00,TWOENTRY,52,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
437,2023-02-09,"Payment for Medical Expenses expenses",Expenses,102403.00,TWOENTRY,46,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
438,2023-02-12,"Loan repayment by Mitsue Tollner","Loan repayment",207240.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
439,2023-02-12,"Loan repayment by Simona Morasca","Loan repayment",159280.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
440,2023-02-12,"Loan repayment by James Butt","Loan repayment",123200.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
441,2023-02-12,"Loan repayment by Lenna Paprocki","Loan repayment",139700.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
442,2023-02-12,"Loan repayment by Kris Marrier","Loan repayment",115940.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
443,2023-02-12,"Loan repayment by Sage Wieser","Loan repayment",150040.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
444,2023-02-12,"Loan repayment by Leota Dilliard","Loan repayment",133100.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
445,2023-02-12,"Loan repayment by Josephine Darakjy","Loan repayment",197560.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
446,2023-02-12,"Loan repayment by Art Venere","Loan repayment",160820.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
447,2023-02-12,"Loan repayment by Donette Foller","Loan repayment",146740.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.121Z
448,2023-02-13,"Savings by Mitsue Tollner",Savings,72700.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
449,2023-02-13,"Entrance fees paid by Mitsue Tollner","Entrance fees",1000.00,TWOENTRY,7,25,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
450,2023-02-16,"Savings by Mitsue Tollner",Savings,523559.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
451,2023-02-17,"Savings by Kris Marrier",Savings,393742.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
452,2023-02-19,"Savings by Art Venere",Savings,558206.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
453,2023-02-19,"Savings by Lenna Paprocki",Savings,667820.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
454,2023-02-19,"Savings by Kris Marrier",Savings,275895.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
455,2023-02-20,"Payment for Telephone and Postages expenses",Expenses,200375.00,TWOENTRY,44,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
456,2023-02-21,"Savings by Sage Wieser",Savings,488250.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
457,2023-02-22,"Payment for Professional and Legal expenses expenses",Expenses,76996.00,TWOENTRY,45,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
458,2023-02-23,"Savings by Sage Wieser",Savings,743036.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
459,2023-02-25,"Payment for Directors Emoluments expenses",Expenses,188982.00,TWOENTRY,48,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
460,2023-02-27,"Loan repayment by Mitsue Tollner","Loan repayment",207240.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
461,2023-02-27,"Loan repayment by James Butt","Loan repayment",123200.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
462,2023-02-27,"Savings by Kris Marrier",Savings,27209.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
463,2023-02-27,"Loan repayment by Simona Morasca","Loan repayment",159280.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.122Z
464,2023-02-27,"Loan repayment by Kris Marrier","Loan repayment",115940.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
465,2023-02-27,"Loan repayment by Sage Wieser","Loan repayment",150040.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
466,2023-02-27,"Loan repayment by Lenna Paprocki","Loan repayment",139700.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
467,2023-02-27,"Loan repayment by Leota Dilliard","Loan repayment",133100.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
468,2023-02-27,"Loan repayment by Art Venere","Loan repayment",160820.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
469,2023-02-27,"Loan repayment by Josephine Darakjy","Loan repayment",197560.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
470,2023-02-27,"Loan repayment by Donette Foller","Loan repayment",146740.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
471,2023-02-27,"Savings by Josephine Darakjy",Savings,432278.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
472,2023-02-27,"Payment for Rents expenses",Expenses,68843.00,TWOENTRY,40,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
473,2023-03-01,"Payment for Travelling and Accommodation expenses",Expenses,334355.00,TWOENTRY,43,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
474,2023-03-06,"Savings by Josephine Darakjy",Savings,228504.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
475,2023-03-07,"Savings by Lenna Paprocki",Savings,595005.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
476,2023-03-07,"Payment for Medical Expenses expenses",Expenses,327925.00,TWOENTRY,46,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
477,2023-03-08,"Savings by Josephine Darakjy",Savings,665817.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
478,2023-03-09,"Savings by James Butt",Savings,605435.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
479,2023-03-10,"Savings by Lenna Paprocki",Savings,387368.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
480,2023-03-10,"Savings by Simona Morasca",Savings,156009.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
481,2023-03-12,"Savings by Simona Morasca",Savings,235308.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
482,2023-03-13,"Payment for Printing And Stationeries expenses",Expenses,292030.00,TWOENTRY,42,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
483,2023-03-13,"Payment for Legal and Other Professional Fees expenses",Expenses,184172.00,TWOENTRY,53,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
484,2023-03-14,"Loan principal and interest of 1036200 fully reapid by Mitsue Tollner","Loan repayment",207240.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
485,2023-03-14,"Loan principal and interest of 616000 fully reapid by James Butt","Loan repayment",123200.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
486,2023-03-14,"Loan principal and interest of 796400 fully reapid by Simona Morasca","Loan repayment",159280.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
487,2023-03-14,"Loan principal and interest of 579700 fully reapid by Kris Marrier","Loan repayment",115940.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
488,2023-03-14,"Loan principal and interest of 750200 fully reapid by Sage Wieser","Loan repayment",150040.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
489,2023-03-14,"Loan principal and interest of 698500 fully reapid by Lenna Paprocki","Loan repayment",139700.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
490,2023-03-14,"Loan principal and interest of 665500 fully reapid by Leota Dilliard","Loan repayment",133100.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
491,2023-03-14,"Loan principal and interest of 804100 fully reapid by Art Venere","Loan repayment",160820.00,TWOENTRY,8,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
492,2023-03-14,"Loan principal and interest of 987800 fully reapid by Josephine Darakjy","Loan repayment",197560.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
493,2023-03-14,"Loan principal and interest of 733700 fully reapid by Donette Foller","Loan repayment",146740.00,TWOENTRY,7,13,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
494,2023-03-15,"Savings by Simona Morasca",Savings,396589.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
495,2023-03-15,"Payment for Electricity expenses",Expenses,48009.00,TWOENTRY,41,7,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
496,2023-03-16,"Savings by Simona Morasca",Savings,69708.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
497,2023-03-17,"Savings by Sage Wieser",Savings,335230.00,TWOENTRY,8,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
498,2023-03-17,"Savings by Mitsue Tollner",Savings,504275.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
499,2023-03-20,"Savings by Lenna Paprocki",Savings,332433.00,TWOENTRY,7,19,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
500,2023-03-20,"Payment for Directors Emoluments expenses",Expenses,277154.00,TWOENTRY,48,8,2,0,0,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z,DEMO@sunday.adegboye,2024-09-16T20:11:14.123Z
